Reject LocLin Ridge NeuralN
0.0112277947220718 0.04569493029096 0.0377008763922967 0.0218850644037031
0.00792941154504661 0.0367254952966703 0.0370145689094598 0.0188864107539212
0.00442313009989448 0.0358498540892369 0.0368036800729292 0.0269960202489883
0.00847786609374452 0.0536986454487646 0.038386515472719 0.0312624638581132
0.0102411225030664 0.0226234748118862 0.0351587462804552 0.0230660660771565
0.0108277658873703 0.0509400671661208 0.0380709378321576 0.0374970404688535
0.0104428899474442 0.0472772172393993 0.0377816134669294 0.0346735903398627
0.00825279508135282 0.0332081854747275 0.0366534557358623 0.0254449427229252
0.0105331233033212 0.0384736669220384 0.0371018201057148 0.0356343497613474
0.0105944142967928 0.0269954780742263 0.0363494894493059 0.0236124868079419
0.00678347976936493 0.0268064122099721 0.0358626208943391 0.0131521091603616
0.00744455983804073 0.0384597751113321 0.0371436454236756 0.027241324072558
0.0097850977384951 0.0330808233494868 0.0366555498739776 0.0262164712669872
0.0118868057383224 0.0373057989088902 0.0369483190900485 0.0311354458414795
0.012026387109654 0.0343461017210294 0.0363891943671224 0.0271065177969908
0.00837845960923005 0.0246505927454174 0.0354482417704853 0.0249110224840238
0.00783373344747815 0.0486280551413216 0.0378484268424013 0.0299575484236119
0.00888811327458825 0.0503795932159039 0.0379957962893096 0.0316430119390067
0.00823194522236008 0.0346653499820611 0.0364446143758057 0.02622992352996
0.0097816668683663 0.0265212949847311 0.0349415229611454 0.0190790927218611
0.0100232677679742 0.0405486438946887 0.0371638467912089 0.0241717135073077
0.0102099547424586 0.0396780605944129 0.0372278867842944 0.0291668140782809
0.0122407532646321 0.0421510057251788 0.037461556498161 0.0313607006676432
0.0116480993048754 0.0387403135846015 0.0370980585672738 0.0245975767033602
0.00937804943823721 0.0305298557895802 0.0364191134538869 0.0133583416151507
0.00615678013709839 0.0375611337269471 0.037128811205386 0.0244282166074833
0.0100481281260727 0.0523066124239865 0.0381579302211937 0.0334973367840221
0.01214089015848 0.0260639469088107 0.0356578928252757 0.0201723418706362
0.00887996421079151 0.0380585037681991 0.0370748541207453 0.0277300155187269
0.00945919634541497 0.0438020386520975 0.0376276484168285 0.0167683069854762
0.00760037380969152 0.0373920411716043 0.0367630835484241 0.0254481850188795
0.0059360983024817 0.0497461065164604 0.0380270694057343 0.0276105161979262
0.0446110149146989 0.0570428178789213 0.0408521928986743 0.0513586516567342
0.0334313484810991 0.0257101551928213 0.035039963254053 0.0219368230385537
0.0489622349239653 0.0325454444843828 0.0359135648112545 0.0310009611701411
0.042497325540171 0.077755452722143 0.0405478445162313 0.072344832996407
0.0345519023481757 0.0281373646044532 0.0347538903367466 0.0278057635304085
0.0181353366206167 0.0357035373759017 0.0367212167198517 0.0287472961207512
0.0397508390480652 0.0333454275386248 0.0366460127214174 0.035976566219299
0.0431457813770976 0.0307404940550181 0.0359371959170923 0.0289810705858926
0.0390832791366847 0.0249804134537382 0.0308918210405531 0.0244492184842004
0.0377809286990669 0.0654672521516477 0.0391485540895331 0.076477086091953
0.026004107616609 0.0537219279994017 0.0384961948244269 0.043292764245091
0.0177607500721933 0.0452507359193572 0.0377327552358298 0.0318141676949913
0.030901170510333 0.0375709988178161 0.0371361110261871 0.0335750636796134
0.0399450317694573 0.0420270189366416 0.0375821932361667 0.0373263915176247
0.0177610170096159 0.044375938948053 0.0376871790565865 0.0367445723132217
0.0183225816115737 0.034849634314892 0.0368310162367921 0.0324698679734383
0.0448326854064362 0.04399064953317 0.0379790300288064 0.0454036204522166
0.0489219853130635 0.0449985761060774 0.0379121634579128 0.0365894294142759
0.0322450043109711 0.0248222941828299 0.0350109240489987 0.0235863876343147
0.0372243032441475 0.0432522877059558 0.0377247508146706 0.0418432945577549
0.0470825356285786 0.0397097738334532 0.0373189168799334 0.0420169069007417
0.0187518765364075 0.0328692766356235 0.0367096630130887 0.030376925614781
0.037050788171473 0.0311327507766062 0.0353579263302484 0.0296034906836951
0.0297780008404516 0.051189165746978 0.0384244519121989 0.041572323210858
0.0338798718672479 0.0554624225105878 0.0400581270434344 0.0444784703062461
0.0382699621957727 0.0312801676058113 0.0364121899493203 0.0306951615053019
0.0171815087407595 0.0220767880167464 0.0357832478088165 0.0208895793980143
0.0278148970508482 0.0441659142231907 0.0377665018042499 0.0380796684636577
0.0433399839850608 0.0238823558286215 0.0325961547162843 0.0212972812482914
0.0441704607947031 0.035414372951276 0.0360461164570919 0.0314690306143262
0.025258923866204 0.0316531260235577 0.0363540422133131 0.0285670924145052
0.0396255285973894 0.0317643366961657 0.0365598081159641 0.0301854424549602
0.0497349886427401 0.0336246576212178 0.0355669757100066 0.034252863775851
0.0358738854469266 0.0440592125945509 0.0377819832569038 0.0444656318765118
0.0417053592245793 0.0429643726425283 0.0377371493736321 0.0412748193217064
0.0367260825936683 0.026732259162923 0.0356395725306456 0.0291917329345441
0.0394938019919209 0.0209837667780889 0.0282172080882826 0.0201124303166491
0.043869539318257 0.035220027235658 0.0353753677350541 0.0283051171161865
0.0376034488814184 0.028895135314423 0.0363495048067335 0.0309868559507289
0.0355082607304212 0.0269615544640623 0.0360329462668834 0.0269779137536346
0.0369567335408647 0.0455452557773202 0.0379809099528386 0.0436318141528202
0.0321568682877114 0.0301483550568806 0.0355392912696914 0.0307623615922691
0.0209528641047655 0.0244650087547157 0.0351513853755523 0.0240845696399995
0.0350248637289042 0.0250417925362009 0.0350207539312515 0.0251403189064737
0.0139788668893743 0.0219054181165598 0.0353080399358411 0.0190381111562269
0.0406316228705691 0.0452524267149625 0.0380317745930275 0.0420572422508583
0.0340068073943257 0.0304503267548047 0.0355703420818239 0.0279062692914456
0.038025926440605 0.0661513471459601 0.0393201862980369 0.0612425640856749
0.046365963385324 0.0546267925755693 0.0389047450038051 0.0511783537574062
0.0489552115497645 0.0465600615853964 0.0380988156357184 0.0449829401748706
0.0349352612742223 0.0295644003641142 0.0307652478814408 0.0301557460910176
0.0166781454638112 0.0435370936579142 0.0375665819201584 0.0284612357361231
0.044905048669898 0.0276262084687696 0.0351839237576312 0.0256161376730543
0.0436182757897768 0.0276617600999937 0.0359353854505888 0.0247195432057016
0.0465864353027428 0.0347812802232463 0.0350806924945845 0.0309595676158503
0.0448852277040714 0.0350834968482257 0.0364184165502358 0.0349270715540543
0.0400369897572091 0.0413238660871554 0.0374963681114225 0.0400616625422612
0.0424496991676278 0.0299314039560582 0.0360209139594897 0.0266531481088427
0.0466515238891589 0.0331570136792101 0.035889836212712 0.0308403664180988
0.0468413030612282 0.0426453851933382 0.0404495414664815 0.0372571053925726
0.018425749821472 0.0236199766191308 0.0300900889904748 0.0291972091831168
0.0168664738390362 0.0547637286659267 0.0387169450856138 0.0371376318437782
0.0257682020717766 0.0468568390983098 0.0379996041125661 0.0404097417581303
0.0314668750565033 0.0309162270257387 0.0360951721573713 0.0236931566164433
0.0150290189427324 0.0487600544511677 0.0379449990322474 0.0389276350512882
0.0357062993280124 0.0317849058510543 0.0358280160452801 0.031533388747844
0.0337340329861036 0.0390671189690446 0.0371619959707092 0.0370037362772808
0.0129276663996279 0.031496383220065 0.0366131741812135 0.0320502270343938
0.0472428059147205 0.025550992045543 0.0353342857046954 0.0244727313578814
0.0150470249180216 0.0639139200677514 0.0393154981716503 0.0407008650685542
0.0455508323735558 0.04353650758312 0.0378662145331191 0.0476285463717924
0.0384921265562298 0.0606097938581884 0.0400582452689826 0.0499625312690079
0.04918886134692 0.0652536019176646 0.0395394543001228 0.0507563057573591
0.018064219984808 0.0386165623044557 0.0370995051676965 0.0342531561219843
0.0448471156618325 0.0254386716528687 0.0348259498376663 0.0261865144971091
0.0217786142136902 0.0173697401585622 0.0334633572135126 0.0195200965795977
0.0438450362562435 0.0350261852325523 0.0368433964644381 0.0328343233366308
0.0432391377398744 0.0424584825556911 0.0383598986035281 0.033534310701426
0.0376991766417632 0.0337088257259841 0.0359136957776949 0.0312997603041575
0.0323257610434666 0.0334979372347849 0.0365305581937911 0.0332638578689403
0.032161903771339 0.048078592170282 0.0382374240457553 0.0427828641714015
0.0470155837683706 0.0446357305715715 0.0378854301554164 0.0454752022725556
0.0393556452065241 0.0385064913452534 0.0369053499623811 0.0299450691611033
0.030259700800525 0.0278104021600272 0.0350280919542371 0.0272048414314455
0.0324016285216203 0.0339461003274462 0.0369179661096406 0.0341125898095997
0.0141198167460971 0.0399522114427363 0.0370689176659829 0.0316657192189455
0.0245730459777405 0.0353387164022843 0.0361099507896573 0.0278821278585097
0.0159848176990636 0.0204684361002093 0.0354461982598699 0.0218699079000749
0.0362132863781881 0.0315521869077031 0.0368969322739091 0.0294886047458879
0.028440831968328 0.0347894056146363 0.0366350439812194 0.0359420145070788
0.0459845401579514 0.0368090657702902 0.036526427150867 0.0329361245694713
0.0283320888818707 0.0319799128182828 0.0365035844510534 0.0338576340102132
0.0313824855838902 0.0183052535994026 0.03507495014827 0.0108719495079269
0.0232024857861688 0.0388126245747115 0.0370789350754579 0.0325220616368824
