X0 X0.1 X1 X0.2 X0.3 X0.4 X0.5 X0.6 cfr id
0 2 3 3 3 1 4 0 0.0457420287741115 63354
0 0 0 3 2 2 0 0 0.0129702478618128 63363
0 3 0 3 2 2 1 0 0.0482515663432423 63413
0 0 3 0 2 2 2 0 0.0324615091842134 63458
1 0 2 4 2 2 2 0 0.0493850442580879 63472
0 2 2 1 4 2 1 0 0.0359204525768291 63503
2 2 2 1 3 3 0 0 0.0312902073172154 63506
0 4 2 2 1 1 2 1 0.0460633565933676 63549
2 3 4 5 1 0 0 0 0.0381505802390166 63576
1 0 0 1 0 0 1 0 0.0183236500510247 63583
0 2 1 0 1 0 2 0 0.0397329342376906 63586
1 2 0 1 1 1 1 0 0.0248090736102313 63590
0 1 2 2 1 2 0 0 0.0276978333800798 63596
1 6 3 1 3 3 2 0 0.0419435807561968 63659
0 2 2 1 1 1 1 0 0.0295187528710812 63660
0 2 2 1 0 1 0 0 0.0263767936441582 63661
0 3 1 1 2 2 0 0 0.034137229892076 63666
1 1 1 1 0 1 1 0 0.0179330893326551 63719
1 3 0 2 1 2 1 0 0.026498538031592 63726
1 0 2 1 2 1 1 0 0.0171830749575747 63730
3 1 1 0 1 0 0 0 0.0210121021402301 63753
1 1 1 2 0 2 1 0 0.0261927546613151 63764
1 2 1 2 1 4 1 0 0.0321907507168362 63773
0 2 1 5 2 1 0 0 0.048000852324185 63781
2 0 1 0 2 3 1 0 0.0387670557771344 63784
2 2 1 0 0 1 2 0 0.0177772307564737 63811
1 5 1 1 1 3 2 0 0.0399918060575146 63839
0 2 1 0 0 3 0 0 0.0228596477769315 63848
0 2 3 3 1 1 2 0 0.0421688646747498 63854
0 1 3 2 2 2 0 0 0.0377636373159476 63866
2 2 3 2 3 2 1 0 0.0432420324359555 63870
1 3 2 0 3 1 0 0 0.0188247959769797 63918
2 3 1 1 0 2 1 0 0.0330060817592312 63923
1 0 0 1 0 1 0 0 0.014418888054206 63929
1 3 2 5 2 1 0 0 0.0344877759780502 63933
0 1 2 0 3 0 0 0 0.0261928385822102 63989
1 4 1 2 1 1 1 0 0.0407985686615575 63997
1 2 1 2 1 1 1 0 0.0385879012203077 64000
1 1 2 3 4 1 2 0 0.0370479569333838 64008
1 3 2 3 4 5 2 0 0.0421905668481486 64018
0 2 5 0 3 3 2 0 0.048940466993372 64047
1 2 3 4 2 2 0 0 0.0473888298816746 64065
1 0 2 0 2 0 1 0 0.0258441378362477 64079
0 1 2 3 0 4 1 0 0.0437870351917809 64091
1 0 2 3 2 3 4 0 0.0446719520608895 64117
2 3 2 4 2 1 0 0 0.0437282753904583 64181
1 1 3 0 0 1 0 0 0.0157193083112361 64215
1 2 1 0 2 1 0 0 0.0213628068711842 64223
1 1 7 2 3 4 0 0 0.0479342736245599 64224
1 1 4 2 2 1 1 0 0.037436822449672 64237
0 3 0 4 1 1 0 0 0.0269405277736951 64317
0 1 0 0 0 2 0 0 0.016729793601553 64368
1 2 1 2 2 1 0 0 0.0212975934380665 64451
3 4 7 4 1 1 1 0 0.0480195551877841 64475
0 1 7 0 0 2 0 0 0.0267286114190938 64476
2 2 0 2 3 0 1 0 0.0288050293398555 64519
0 1 1 1 2 1 1 0 0.0209893349761842 64538
0 2 4 1 1 3 1 0 0.0363490310701309 64556
0 1 1 3 0 0 0 0 0.0215072087506996 64566
1 1 2 0 0 2 1 0 0.0341297057515476 64581
1 3 2 3 3 2 1 0 0.0425048046163283 64618
1 3 2 1 3 4 0 0 0.0418727425538236 64646
1 1 2 3 2 1 1 0 0.0335355437448015 64688
0 0 1 2 1 2 1 0 0.028017862609704 64701
3 3 4 1 2 3 2 0 0.0411726553633343 64714
0 1 2 2 1 1 1 0 0.0300139450118877 64732
1 0 2 2 1 2 1 0 0.046538556937594 64737
0 2 1 1 2 1 1 0 0.0202543960127514 64824
0 2 3 2 4 0 2 0 0.0293198750645388 64884
0 0 1 0 6 3 1 0 0.0402813430322567 64900
1 2 0 5 3 1 2 0 0.042233066688641 64908
2 2 3 1 1 2 2 0 0.0479202852759045 64967
1 0 1 1 2 0 0 0 0.0148801901785191 64969
0 1 2 2 0 0 1 0 0.0259627362247556 64975
1 2 2 0 1 0 0 0 0.0291024426929653 65021
2 1 3 2 2 1 0 0 0.0423848614242161 65125
1 3 2 1 4 1 0 0 0.0235082843311829 65160
1 2 2 2 0 1 0 0 0.0133363705856027 65183
1 3 3 3 1 3 0 0 0.0402020596287912 65184
1 1 3 1 2 3 2 0 0.0385590952006169 65212
0 1 0 2 3 2 2 0 0.0329713879415067 65284
0 1 4 3 5 1 1 0 0.0342927633610088 65288
1 0 2 0 2 1 0 0 0.0126438114442863 65289
2 1 1 2 0 3 2 0 0.0390499965695199 65292
0 2 1 3 1 1 1 0 0.0475103558448609 65307
3 0 3 0 2 1 2 0 0.0410482420615153 65315
0 0 3 0 1 2 0 0 0.0135168717853958 65327
3 5 1 2 0 0 2 0 0.0461164033360546 65335
2 2 1 1 1 2 1 0 0.0194192856200971 65360
2 1 1 0 2 1 0 0 0.0209776612347923 65399
0 0 3 2 2 3 0 0 0.0189859507663641 65411
1 4 2 3 3 3 0 0 0.0392129470361397 65433
0 0 2 1 2 0 1 0 0.0239012838137569 65445
0 1 1 0 0 0 1 0 0.0133499779563863 65483
2 3 3 2 0 4 0 0 0.0334069847507635 65489
1 6 1 5 1 2 0 0 0.0406119044491788 65497
2 4 0 2 1 1 0 0 0.0195032428426202 65505
0 0 1 1 1 1 2 0 0.0201676558353938 65510
1 2 3 0 2 2 2 0 0.0335013047093526 65613
1 2 1 0 1 1 1 0 0.0227099547424586 65631
0 2 2 4 2 4 2 0 0.0424531456723344 65646
2 2 0 3 2 2 1 0 0.0383300794463139 65690
2 1 1 1 0 1 0 0 0.0228120768151712 65763
1 1 2 1 1 1 1 0 0.0178195616055746 65842
2 1 5 0 4 0 1 0 0.0321778485114919 65907
1 2 2 2 0 0 0 0 0.0181723238929408 66007
0 2 0 1 1 3 1 0 0.0285358695080504 66018
1 3 1 1 3 4 0 0 0.0271194142434979 66074
1 3 1 2 1 3 0 0 0.043299751158338 66081
1 1 1 0 0 1 0 0 0.0147943050746107 66109
2 4 0 1 0 0 3 0 0.0407270655297907 66137
2 0 2 0 0 3 0 0 0.0155987813515821 66139
2 3 2 4 3 2 0 0 0.0495247215061681 66140
0 3 1 0 2 2 2 0 0.0403947201615665 66152
3 2 1 2 1 3 1 0 0.0395620025490643 66154
2 2 1 1 0 3 0 0 0.0289191325573483 66159
1 3 2 1 0 1 0 0 0.0250931754999328 66160
2 2 5 2 2 2 1 0 0.0460865024360828 66191
1 0 1 1 0 1 1 0 0.0126293237088248 66195
2 0 1 2 0 4 0 0 0.0199971327150706 66272
1 2 5 1 2 0 0 0 0.029103861071053 66273
4 1 1 1 0 1 0 0 0.0491506366437534 66361
0 1 3 5 1 0 2 0 0.0399492542550433 66365
0 1 0 3 3 5 0 0 0.0417349407653091 66397
2 2 4 1 0 1 0 0 0.018729406199418 66402
1 1 1 1 0 0 1 0 0.0272590735577978 66412
2 2 1 2 3 1 3 0 0.0351462770311628 66435
1 1 1 2 0 2 0 0 0.0293998183391523 66446
1 3 1 1 1 1 1 0 0.0361600837495644 66475
1 1 3 2 3 1 2 0 0.0381114333256846 66489
0 2 1 4 1 1 1 0 0.029298612268758 66529
1 3 2 3 2 1 2 0 0.0432452414330328 66562
1 1 2 4 0 2 0 0 0.0216706390609033 66590
1 1 0 1 1 2 0 0 0.0170002320199274 66605
2 2 1 4 3 4 1 0 0.0489351390511729 66658
1 2 2 2 1 0 0 0 0.0293354746943805 66664
0 1 1 1 1 1 1 0 0.0252317054459127 66679
0 1 1 0 1 0 0 0 0.0178929236426484 66768
2 2 5 2 3 3 0 0 0.0431392675061943 66770
1 1 2 0 1 1 5 0 0.0292037768289447 66790
0 1 1 0 2 0 0 0 0.0128263952617999 66828
0 1 2 0 1 1 0 0 0.0151228015776724 66831
1 0 2 2 0 1 0 0 0.0146206350356806 66842
1 1 1 2 1 3 1 0 0.0465075786312809 66893
1 2 1 2 0 2 0 0 0.0434540738671785 66922
0 0 3 4 2 1 0 0 0.0198193103162339 66981
0 2 4 2 1 0 3 0 0.0337017733341781 66991
0 1 2 4 3 3 0 0 0.0473339118179865 67009
0 3 0 0 0 2 0 0 0.0150469044398051 67052
0 0 0 3 0 0 0 0 0.013146524046897 67123
1 1 2 1 0 1 0 0 0.0283293951360974 67155
2 1 0 2 2 1 0 0 0.0269757214380661 67176
0 1 2 2 0 1 0 0 0.025624896681984 67179
1 3 1 2 1 0 0 0 0.0230710962438025 67187
1 2 3 1 4 1 0 0 0.0337573291966692 67210
0 0 0 2 0 1 1 0 0.015878344385419 67211
0 2 4 0 1 1 2 1 0.0418088284000987 67255
1 1 1 3 3 1 1 0 0.0384048810141394 67258
0 1 2 0 1 0 0 0 0.0194268079212634 67280
0 1 2 1 0 1 0 0 0.0213930600089952 67304
0 1 2 2 4 0 0 0 0.0165938474994618 67313
0 2 1 4 3 2 2 0 0.0411181638017297 67327
0 3 2 1 3 3 0 0 0.0457056526298402 67341
1 3 2 2 0 1 1 0 0.0328868871874874 67400
1 2 2 6 1 2 0 0 0.0278223975095898 67529
0 0 3 1 1 2 1 0 0.0132539708429249 67538
0 3 2 2 2 5 1 0 0.0366569915553555 67588
0 2 3 3 2 0 0 0 0.0279766450345051 67609
0 4 2 0 2 2 0 0 0.0339265249873279 67625
1 0 1 2 3 1 1 0 0.0423268842714606 67645
0 0 1 0 0 2 0 0 0.0139165980450343 67654
2 1 4 4 1 2 0 0 0.0365001424826914 67659
2 1 1 0 0 1 1 0 0.013042036324623 67660
0 2 0 4 2 2 0 0 0.0289551169174956 67673
1 1 2 1 2 2 1 0 0.0281743159895996 67708
0 1 1 0 1 2 0 0 0.0239579419139773 67718
1 1 5 2 0 2 3 0 0.0295261586026754 67721
0 6 0 5 2 1 1 0 0.0299237969564274 67759
1 4 2 2 3 1 1 0 0.0317988111666637 67773
1 5 2 2 2 1 1 0 0.0286111065448495 67777
3 1 2 0 0 2 0 0 0.0367290968482848 67799
0 0 1 1 1 0 1 0 0.0218060935934773 67800
1 1 2 2 0 2 0 0 0.0273669498448726 67835
0 2 2 1 3 1 0 0 0.0401341260090703 67856
1 1 2 4 0 2 1 0 0.0299387183215003 67913
1 3 1 2 1 1 1 0 0.0268154642573791 67941
0 2 4 0 2 2 2 0 0.0377420091768727 67948
2 1 3 2 1 1 1 0 0.0328452258661855 67954
2 1 2 2 1 0 2 0 0.0163433505251305 67969
2 1 2 0 1 1 1 0 0.0269894327328075 67999
0 2 1 2 0 0 0 0 0.0156355881365016 68013
1 4 1 1 0 2 0 0 0.017979833271238 68014
0 3 3 1 0 2 0 0 0.031928260641871 68052
2 2 1 2 2 0 1 0 0.0366752274509054 68137
0 1 2 0 2 1 0 0 0.0129015867743874 68143
0 2 1 2 2 3 0 1 0.032309312777943 68172
2 4 0 6 3 1 1 0 0.044761926526553 68182
1 1 4 2 2 1 0 0 0.0410095225699479 68199
0 0 2 3 2 1 1 0 0.024256578902714 68223
0 2 4 0 5 4 3 0 0.0448934188432759 68233
1 1 0 0 1 0 1 0 0.0140950656001223 68241
0 1 0 1 0 2 0 0 0.0127682442893274 68272
3 1 1 3 3 3 3 0 0.0490252896357561 68288
1 0 0 1 0 0 0 0 0.0169016704923706 68307
0 3 2 1 1 1 0 0 0.0466992884437786 68313
3 4 1 0 2 2 0 0 0.026937409825041 68336
0 1 1 2 2 0 0 0 0.0213700008462183 68421
0 3 3 2 2 5 0 0 0.0388761069567408 68434
0 1 6 4 1 1 1 0 0.0301219992572442 68462
3 1 1 1 2 3 0 0 0.0422045131213963 68483
0 2 2 1 1 1 0 0 0.0270385230076499 68493
1 3 1 0 1 1 0 0 0.0248069346620468 68501
0 0 0 2 1 0 2 0 0.0223176629544469 68520
1 0 4 2 0 0 1 0 0.0234368041914422 68525
1 1 3 3 1 1 1 0 0.0464239495049696 68530
0 1 1 0 1 0 2 0 0.0127488836238626 68543
1 2 3 1 0 5 1 0 0.0361949235666543 68592
1 3 2 3 1 2 0 0 0.0330347312032245 68610
2 3 4 4 0 2 1 0 0.0435119937697891 68611
1 5 4 2 0 0 1 0 0.0491963441018015 68635
0 1 3 0 1 1 1 0 0.0134057448856765 68655
0 3 2 4 0 4 0 0 0.0327178440638818 68662
2 1 0 0 3 0 1 0 0.028541999871959 68687
0 0 3 3 0 2 0 0 0.0302540601667715 68713
3 0 2 4 0 4 0 0 0.0423678682476748 68727
1 1 3 3 1 1 0 0 0.0355617946741404 68739
0 0 0 1 1 1 1 0 0.0234226696135011 68769
0 4 3 0 0 0 2 0 0.0213607509242138 68790
0 2 2 2 0 2 0 0 0.03029465971631 68796
0 2 1 4 1 2 1 0 0.0397299367672531 68803
0 1 1 2 2 2 1 0 0.0316947575338418 68827
0 1 0 1 0 2 0 0 0.013785085035488 68836
0 0 1 1 1 1 1 0 0.0158610461046919 68894
0 3 2 3 0 2 0 0 0.0199732090521138 68935
0 1 1 1 2 1 1 0 0.0391790064371889 68953
0 0 1 0 2 0 0 0 0.0131123236380517 69053
2 0 2 1 3 0 1 0 0.018378413838218 69060
0 0 4 1 1 1 0 0 0.0153227052884176 69071
0 5 3 1 2 2 0 0 0.0303923841041978 69080
1 2 1 3 1 1 0 0 0.01287888007937 69113
0 3 0 1 2 2 1 0 0.0463391443365253 69146
0 1 1 1 1 1 1 0 0.0389534121262841 69157
2 3 1 2 0 0 0 0 0.0152056471357355 69172
1 1 5 2 2 5 0 0 0.0437945922109066 69238
1 0 1 2 1 0 0 0 0.0207945336558623 69245
0 5 1 4 0 1 2 0 0.0496687166567426 69246
2 1 0 2 1 2 0 0 0.0189684913115343 69249
0 2 3 2 1 1 0 0 0.0372668302152306 69291
1 0 0 3 0 1 0 0 0.0163318549719406 69320
2 2 0 1 2 0 0 0 0.0292111170332646 69369
0 2 3 2 4 2 2 0 0.0441336829797365 69384
0 3 0 4 4 1 0 0 0.0399022810859606 69397
0 1 2 3 1 1 1 0 0.025809802004369 69446
1 2 1 2 3 2 0 0 0.0391185054497328 69449
3 2 3 4 0 3 1 0 0.0497566885169363 69470
3 5 2 4 2 3 1 0 0.0480574058106868 69481
3 2 1 5 0 1 0 0 0.0267010938725434 69519
0 2 2 0 1 3 0 0 0.0352456853550393 69563
0 0 1 2 5 4 0 1 0.0465487375768134 69578
1 1 1 2 1 1 1 0 0.0127071850554785 69610
0 2 1 3 1 1 0 0 0.0273843840084737 69653
1 1 3 2 0 0 1 0 0.0384318545693532 69656
0 2 1 1 0 0 1 0 0.0162083123781485 69657
0 0 3 0 0 0 0 0 0.0134152603655821 69750
0 2 1 5 1 0 2 0 0.0203938709310023 69788
1 1 7 1 4 3 1 0 0.0485476348927477 69807
2 0 0 1 0 1 0 0 0.0127609365037642 69820
1 0 3 4 1 1 1 0 0.0490592129906872 69851
0 3 1 1 1 1 0 0 0.0202247638895642 69862
0 2 0 1 2 1 0 0 0.0192025471478701 69872
2 1 1 2 2 0 1 0 0.0294471092580352 69873
1 2 0 0 0 3 3 0 0.0433146453928202 69878
1 0 5 3 2 2 1 0 0.0391253170673735 69883
0 1 1 0 2 4 0 0 0.019983009173302 69884
3 1 2 0 3 1 2 0 0.0489920452353545 69911
0 1 2 1 2 0 1 0 0.0237925685476512 69940
1 0 3 2 0 1 2 0 0.0230084351554979 69966
1 3 3 3 1 2 0 0 0.0322980678378372 69969
0 2 0 0 4 0 1 0 0.0191951809625607 69980
0 2 2 1 1 0 0 0 0.016638433636399 69990
1 3 1 1 1 0 2 0 0.0149323931138497 69991
3 1 1 2 3 2 0 0 0.0363496739271795 69995
3 0 5 3 1 2 1 0 0.0497990152274724 69996
1 1 2 1 3 2 1 0 0.0300286371464608 70010
3 4 1 4 3 1 1 0 0.0381783228775021 70049
0 3 2 1 0 2 0 0 0.0134561604209011 70079
1 2 2 4 2 2 1 0 0.0343327483336907 70106
0 0 0 0 2 0 1 0 0.0139371285447851 70126
1 2 5 4 1 4 1 0 0.046369134215638 70132
0 0 0 1 2 2 0 0 0.0136353434878401 70143
0 2 2 2 1 1 3 0 0.0436211297899717 70151
2 3 3 1 0 1 1 0 0.0223863111663377 70161
1 1 1 6 2 0 1 0 0.036269686507876 70192
0 4 3 0 2 5 1 0 0.0464824334019795 70243
0 3 1 1 0 1 2 0 0.0344503495580284 70255
3 1 0 0 0 3 0 0 0.0191039980360074 70277
0 1 3 1 3 0 0 0 0.0342461081716465 70351
2 2 3 2 5 3 1 0 0.0271619936364004 70379
1 1 2 0 1 2 0 0 0.0242114618798951 70407
3 0 2 4 3 4 1 0 0.0388664082303876 70428
1 0 1 0 1 1 1 0 0.0349579829140566 70486
1 4 3 1 2 2 2 0 0.0304545310907997 70492
1 3 3 4 2 1 0 0 0.0291863373771776 70497
1 2 2 3 2 3 2 0 0.0457828899729066 70507
0 2 0 2 0 0 2 0 0.0155596532917116 70508
1 1 0 2 2 0 1 0 0.0281245389429387 70524
2 0 3 1 2 1 1 0 0.0435051830718294 70534
0 0 2 0 0 3 1 0 0.0157733678526711 70557
0 2 0 1 1 3 1 0 0.0331522701191716 70574
0 1 3 3 3 1 2 0 0.0481942154932767 70620
3 4 1 4 2 1 0 0 0.0437204521236708 70670
0 0 3 1 2 1 0 0 0.0149591027206043 70719
2 2 1 0 3 0 0 0 0.013719769747695 70740
0 0 1 1 0 3 0 0 0.0188834129978204 70761
2 2 3 3 1 1 2 0 0.0478717387624783 70764
0 1 1 1 1 0 1 0 0.0226227078208467 70777
0 4 0 3 1 3 0 0 0.0298361104272772 70791
0 0 2 0 1 4 2 0 0.0212503455142723 70802
1 1 2 1 1 2 2 0 0.0421470893867081 70863
0 0 1 1 0 0 0 0 0.0168009362183511 70879
1 2 4 1 4 3 0 0 0.04880811086623 70892
2 1 2 3 1 1 0 0 0.0179703819390852 70934
3 2 1 1 2 0 0 0 0.0237190005020238 70947
0 2 0 1 2 2 0 0 0.0364062961598393 70952
2 0 5 1 1 3 0 0 0.0465902080642991 70954
2 2 3 0 6 1 0 0 0.0374928579258267 70969
0 3 6 0 2 1 1 0 0.030832860051305 70970
0 0 1 1 1 4 3 0 0.0369022983097238 70972
0 2 0 2 1 2 2 0 0.027773879506276 70985
0 0 1 3 1 1 1 0 0.0173682456079405 70995
1 3 2 3 3 1 0 0 0.0285940112837125 71023
1 1 0 1 2 0 1 0 0.0170419094356475 71076
2 0 1 1 1 2 0 0 0.0185707800730597 71079
1 1 2 1 1 0 0 0 0.0168509045586688 71139
0 0 2 1 1 1 1 0 0.020870356989326 71148
1 1 0 2 1 3 0 0 0.0152081123407697 71198
1 1 1 4 1 1 0 0 0.017993497432326 71200
1 0 0 0 0 1 1 0 0.0189496675098781 71214
1 1 1 0 0 0 1 0 0.0129687660257332 71232
1 3 1 1 0 2 3 0 0.0330098577396711 71260
1 2 0 6 2 3 0 0 0.0391269941057544 71269
1 2 1 2 2 2 0 0 0.0198385079682339 71322
2 2 3 1 3 3 2 0 0.0409666921041207 71327
1 2 3 6 3 1 0 0 0.046250621357467 71348
0 0 1 1 2 5 0 0 0.0336838917457499 71393
1 2 2 1 1 3 1 0 0.0382813733682269 71408
1 0 2 0 3 1 0 0 0.0246299668768188 71418
2 0 3 2 2 4 0 0 0.0457671510113869 71421
1 2 2 4 3 3 0 0 0.0348332914087223 71453
0 3 1 0 0 1 0 0 0.0323035224660998 71462
1 0 3 4 1 1 2 0 0.0415512409148505 71468
1 2 2 2 1 2 1 0 0.0464587394293631 71486
0 4 0 5 3 3 0 0 0.0405140986695187 71503
2 1 3 3 3 2 1 0 0.0363834393268917 71524
1 1 2 1 1 1 0 0 0.0240211161843035 71605
2 2 5 2 1 3 4 0 0.0471074224275071 71652
0 1 0 1 3 4 1 1 0.029240196198225 71690
1 4 1 2 2 1 0 0 0.0321413895959267 71718
2 2 0 2 1 3 0 0 0.029190561932046 71781
1 1 0 3 1 2 0 0 0.0256088723894209 71825
0 3 1 4 2 4 1 0 0.0344016002549324 71843
1 1 2 1 0 0 0 0 0.0170001209684415 71848
0 0 1 1 0 3 0 0 0.0141899796726648 71907
1 2 3 5 2 1 0 0 0.0459483953134622 71932
2 1 3 1 2 3 3 0 0.0403305172279943 71959
0 0 2 1 1 2 1 0 0.023272149785771 71982
0 1 2 1 1 0 2 0 0.0210836809157627 71993
2 0 2 0 3 1 2 0 0.0442699203907978 72009
0 3 1 3 2 1 0 0 0.027903945397702 72037
0 1 0 2 0 0 0 0 0.0150763721700059 72134
3 0 1 4 3 5 0 0 0.027862926243688 72140
2 2 3 1 1 3 0 0 0.042118277848931 72153
2 2 2 0 1 0 1 0 0.0427876313682646 72184
0 2 3 1 1 2 0 0 0.0286717270908412 72188
0 4 0 1 1 2 1 0 0.0293231863761321 72196
1 3 3 1 1 1 1 0 0.0312577529228292 72252
2 4 4 1 6 2 1 0 0.0452420053188689 72276
1 2 2 1 1 2 2 0 0.0427148526388919 72293
1 3 2 5 1 0 0 0 0.0204789952287683 72299
0 3 3 0 4 3 0 0 0.0344848766835639 72339
1 1 0 2 1 0 0 0 0.0201567700307351 72350
0 2 1 1 1 4 2 0 0.0344493606709875 72411
1 1 1 3 1 2 1 0 0.0380781293759355 72425
3 0 1 1 0 3 2 0 0.0357296380738262 72437
1 4 2 3 1 5 0 0 0.0352352729561971 72463
0 2 2 4 1 3 1 0 0.0451767293474404 72469
2 1 1 2 4 1 0 0 0.032120695852791 72514
1 1 3 4 0 0 2 0 0.0407907621789491 72542
1 1 0 1 2 0 0 0 0.0251684141461737 72591
2 2 3 1 3 5 0 0 0.0477588879206451 72621
2 4 2 1 1 3 1 0 0.0491260114940815 72647
2 4 2 2 4 3 1 0 0.0456104959914228 72665
0 2 2 4 1 1 0 0 0.0196373406157363 72696
2 3 1 1 2 3 1 0 0.0380096021021018 72734
0 2 2 0 2 2 1 0 0.0316117055073846 72764
0 4 1 0 3 2 1 0 0.0339146990387235 72768
0 1 0 3 5 0 1 0 0.0333698167611146 72770
0 1 2 2 0 1 0 0 0.0194422024622327 72775
2 2 2 2 0 2 0 0 0.0451679220219376 72824
2 1 2 0 1 3 2 0 0.0264009154983796 72859
0 0 2 2 1 2 0 0 0.0262918199441629 72871
0 2 2 5 0 2 1 0 0.034070854212041 72924
1 1 2 1 0 0 1 0 0.0165924622298917 72953
2 2 1 0 1 1 1 0 0.0276668242644519 72999
0 1 0 0 0 2 1 0 0.0161167091573589 73021
2 0 2 3 3 1 2 0 0.0376441475265892 73057
1 0 3 2 2 4 2 0 0.0416737054125406 73108
2 2 1 1 2 0 0 0 0.0366779887932353 73174
0 1 3 0 2 0 0 0 0.0159254007856362 73178
2 2 3 4 2 4 0 0 0.0362523971940391 73190
2 3 1 2 0 1 0 0 0.0389952677302063 73209
0 1 1 1 3 3 2 0 0.0467342880554497 73223
1 1 0 1 0 0 1 0 0.0173837583279237 73356
0 4 0 2 3 3 1 0 0.0433686971169664 73361
2 2 2 4 3 2 1 0 0.0488349195686169 73383
0 0 2 1 1 2 0 0 0.0249640755035216 73413
0 1 1 3 2 1 0 0 0.0217236823547864 73417
0 1 0 3 1 0 0 0 0.0125996472110273 73448
0 0 1 1 2 0 0 0 0.0195486405980773 73462
0 1 3 2 2 2 1 0 0.0385894915787503 73480
0 3 3 4 1 3 2 0 0.0445081529585877 73527
0 1 4 1 1 2 1 0 0.0281449101079488 73556
0 1 3 2 2 2 0 0 0.0263144974393072 73558
1 1 2 1 3 1 0 0 0.0358914766460657 73578
1 0 3 3 1 3 1 0 0.0497385445894906 73587
1 3 2 3 0 3 0 0 0.0368556943925796 73592
3 2 3 3 2 3 0 0 0.0445565824426012 73628
0 1 0 2 0 2 1 0 0.0304421257431386 73655
2 3 4 1 0 2 0 0 0.0283930595964193 73695
0 2 0 2 1 4 2 0 0.0495392129203538 73772
0 1 1 1 1 3 0 0 0.034316304436652 73779
1 6 2 0 5 2 1 0 0.0347219019400654 73782
2 3 1 3 0 1 1 0 0.0277985110937152 73787
0 1 1 0 0 0 1 0 0.0190629386459477 73805
0 2 0 0 0 0 1 0 0.0220484677149216 73844
1 3 1 2 4 2 0 0 0.0419002633192576 73869
2 1 0 0 5 1 0 0 0.013732921416522 73872
1 1 6 1 1 1 1 0 0.03348373696208 73916
3 2 2 0 2 2 0 0 0.0318977389571955 73976
0 1 2 1 2 0 2 0 0.0296489263651893 73999
0 1 1 0 2 0 1 0 0.0261909670312889 74066
1 2 4 3 1 1 1 0 0.0387765294115525 74069
1 0 1 1 0 0 0 0 0.0235030736483168 74106
1 3 4 1 1 2 1 0 0.0457217656716239 74112
0 1 3 3 0 0 2 0 0.0246432194806403 74154
0 0 3 2 0 0 0 0 0.0182029389252421 74184
1 5 4 0 3 1 2 0 0.0449626282905228 74262
1 1 2 3 2 2 0 0 0.0422331165813375 74295
2 0 3 1 2 2 1 0 0.0309411895112135 74324
0 1 1 1 0 0 3 0 0.0143974541977514 74331
2 2 1 1 0 4 2 0 0.0425755952252075 74378
1 1 4 1 1 1 2 0 0.0209349838958588 74384
0 3 0 0 1 1 0 0 0.0264220913843019 74388
0 1 1 3 0 1 0 0 0.0184718194039306 74405
0 1 0 0 3 1 0 0 0.0170668626815313 74429
2 1 4 1 5 1 1 0 0.0359645319695119 74434
0 1 3 2 2 3 0 0 0.0361522092105588 74457
0 0 2 2 1 0 1 0 0.0206184747454245 74542
5 1 0 1 0 0 0 0 0.0179368078330299 74644
1 3 2 2 0 0 1 0 0.0275327573006507 74652
1 1 1 1 0 1 0 0 0.016041607313673 74711
0 3 3 0 4 1 1 0 0.0333460889902199 74732
1 2 3 1 4 0 2 0 0.0374363269715104 74756
0 1 1 2 4 1 0 0 0.0415797650523018 74769
0 1 3 3 3 2 1 0 0.0238323854486225 74774
2 0 2 2 0 4 3 0 0.0431286734703463 74783
0 0 1 0 3 0 0 0 0.0145079511159565 74786
1 2 2 2 3 1 1 0 0.0403010083420668 74799
2 1 0 1 1 1 1 0 0.0264110561314737 74834
0 2 5 5 2 0 0 0 0.0460763732990017 74867
0 2 5 2 0 0 0 0 0.0252228539757198 74872
1 2 5 2 2 3 1 0 0.0469762653345242 74876
1 2 3 4 3 3 1 0 0.0429423532186775 74891
0 2 1 2 1 0 2 0 0.0248718475893838 74899
1 1 2 2 2 1 1 0 0.0316459836292779 74916
1 1 0 1 3 1 0 0 0.0433385745738633 74925
1 1 3 0 3 1 1 0 0.0204793773562415 75024
2 0 2 2 1 2 1 0 0.0300200581317768 75026
0 1 1 1 2 0 0 0 0.0217411739984527 75057
0 3 2 2 5 1 1 0 0.0374705554306274 75081
0 5 2 2 0 2 3 0 0.0402871039143065 75088
3 1 3 3 5 2 2 0 0.0498546347778756 75106
1 1 2 4 2 1 0 0 0.0291659659822471 75131
1 4 1 4 4 2 0 0 0.0352173863095231 75158
1 3 1 1 1 0 0 0 0.019826292534708 75181
0 1 0 6 1 6 0 0 0.0386356574977981 75190
1 0 0 1 3 3 1 0 0.0211921943118796 75208
1 1 2 1 1 0 0 0 0.0306975425512064 75216
1 2 0 3 3 1 0 0 0.0384781313099666 75224
0 2 0 2 2 4 1 0 0.0389776763011469 75242
1 2 5 3 1 2 0 0 0.0438742368191015 75265
0 0 0 2 1 2 1 0 0.0253990586556029 75275
1 0 0 1 0 1 1 0 0.0204037600313313 75321
0 2 0 2 2 1 0 0 0.0217797077144496 75356
0 0 7 2 1 1 1 0 0.0346640746953199 75421
2 1 1 1 4 0 1 0 0.0219686345721129 75466
1 2 3 3 2 2 2 0 0.0318307514593471 75486
2 1 0 1 1 0 3 0 0.0288539326895261 75563
0 1 1 1 1 1 0 0 0.0287757535930723 75568
0 1 1 4 2 4 2 0 0.0447586223424878 75590
