X0 X0.1 X1 X0.2 X0.3 X0.4 X0.5 X0.6 cfr id
0 0 0 0 0 0 0 0 0.000427666399627924 100144
0 1 0 1 1 1 0 0 0.0120272782805841 100145
1 0 0 2 1 0 0 0 0.01069552586996 100146
0 0 1 0 1 0 1 0 0.00847864230454434 100147
0 0 0 1 0 0 0 0 0.00154341171437409 100148
1 1 0 1 0 3 1 0 0.0102101115480764 100149
0 0 2 1 0 2 0 0 0.00888265979592688 100150
1 0 0 1 1 0 2 0 0.00859478813363239 100151
0 0 1 0 0 0 0 0 0.00345477171940729 100152
0 1 0 1 0 1 0 0 0.0084487793414155 100153
0 0 0 1 0 0 0 0 0.00776948889833875 100154
1 1 0 0 0 2 0 0 0.00860274728329387 100155
1 0 1 0 0 1 0 0 0.0018620563641889 100156
0 0 0 0 0 0 0 0 0.00151035262970254 100157
2 0 1 1 1 0 0 0 0.0123407957085874 100158
0 0 3 3 0 0 0 0 0.0105801698169671 100159
0 0 0 0 0 0 0 0 0.00254702491802163 100160
0 0 0 2 0 0 0 0 0.00499453138036188 100161
0 1 0 1 0 0 0 0 0.0032809694763273 100162
0 0 0 0 0 0 0 0 0.00168496373225935 100163
1 0 0 0 0 1 0 0 0.00264584418619052 100164
0 0 0 1 1 0 0 0 0.00342907836020459 100165
1 0 1 0 0 0 0 0 0.00556421998480801 100166
0 1 1 0 0 0 0 0 0.00220473067020066 100167
0 1 0 1 1 1 0 0 0.00927861421369016 100168
0 0 1 0 0 0 0 0 0.00716083409788553 100169
0 1 0 0 0 0 0 0 0.00420200382941403 100170
0 2 0 0 0 0 0 0 0.00717790314811282 100171
0 0 1 0 0 1 1 0 0.0119040033139754 100172
0 0 0 0 0 0 0 0 4.87513723783195e-05 100173
0 0 1 0 0 1 0 0 0.00827386428427417 100174
0 1 0 0 0 1 0 0 0.00138154578162357 100175
0 0 1 0 1 1 0 0 0.00161981674609706 100176
0 2 0 0 1 0 0 0 0.0122851419000654 100177
0 1 0 1 2 0 0 0 0.0120730459777405 100178
0 0 0 0 0 0 0 0 0.00348481769906357 100179
0 1 0 2 1 0 1 0 0.0087195113679627 100180
0 0 0 1 0 0 0 0 0.00117841169121675 100181
1 0 1 0 0 0 0 0 0.011301239070599 100182
0 1 0 0 1 0 0 0 0.0023668159468798 100183
0 0 0 0 0 0 0 0 0.00232645781361498 100184
0 1 0 0 1 1 0 0 0.00997204751183745 100185
1 2 0 1 0 0 0 0 0.0108277658873703 100186
0 0 0 0 0 0 0 0 0.00584704420762137 100187
0 2 0 0 0 1 0 0 0.0051166390418075 100188
0 2 1 0 0 1 0 0 0.00985110853507649 100189
0 1 1 0 0 0 0 0 0.00964737780159339 100190
1 0 2 0 2 2 0 0 0.00800621778762434 100191
1 1 0 1 0 0 0 0 0.0121512522047851 100192
0 0 0 0 0 0 0 0 2.60242144577205e-05 100193
0 1 0 0 0 0 0 0 0.0123104547412368 100194
1 1 2 0 2 2 1 0 0.0115151925187092 100195
1 1 0 0 0 0 0 0 0.0030738195986487 100196
0 0 0 0 0 0 1 0 0.0107024857861688 100197
0 0 0 0 0 0 0 0 0.000858067930676043 100198
1 1 0 1 0 1 0 0 0.00661414303758647 100199
0 1 0 0 0 1 0 0 0.00313402513857 100200
0 0 0 0 0 0 0 0 0.000891288189450279 100201
2 0 1 0 0 0 0 0 0.00614764172642026 100202
1 2 0 0 0 1 0 0 0.0104428899474442 100203
0 0 1 0 0 0 0 0 0.004315162304556 100204
0 2 2 2 0 0 0 0 0.0100062515994068 100205
0 1 0 1 0 0 0 0 0.00409082933620084 100206
0 0 1 1 0 0 0 0 0.00392997045419179 100207
0 1 1 1 1 1 0 0 0.00969699666311499 100208
1 2 1 1 0 1 0 0 0.00825279508135282 100209
0 2 0 0 0 1 0 0 0.0038522971823113 100210
0 0 0 0 0 0 0 0 0.000751253875205293 100211
1 2 1 2 0 0 0 0 0.0105331233033212 100212
0 1 3 0 1 0 0 0 0.0111166360933566 100213
0 2 1 0 0 1 0 0 0.00685125221498311 100214
0 0 1 0 0 1 2 0 0.00808921624266077 100215
0 2 0 0 1 0 0 0 0.00594181825872511 100216
0 0 0 0 1 0 0 0 0.00101833706721663 100217
0 1 0 2 1 2 0 0 0.0110881627682829 100218
0 0 0 0 0 0 0 0 0.000325998649350368 100219
0 1 2 1 0 1 1 0 0.0107443218468688 100220
1 1 1 0 1 0 0 0 0.010681150565506 100221
0 1 0 0 0 0 0 0 0.00195397411589511 100222
0 0 2 0 0 0 0 0 0.00569408308656421 100223
2 0 0 2 1 0 1 0 0.0124454731150763 100224
0 0 0 0 0 1 0 0 0.00557104562758468 100225
1 0 2 1 1 2 0 0 0.00893479904334527 100226
1 0 2 1 1 1 0 0 0.00929297526308801 100227
0 1 2 2 1 2 2 0 0.0118081884138519 100228
1 0 0 0 0 0 0 0 0.00413310523435939 100229
0 1 0 1 0 1 1 0 0.00849564076925162 100230
0 2 0 0 0 1 0 0 0.0108235946740024 100231
0 0 0 0 0 0 0 0 0.00232181365427095 100232
1 2 1 2 2 0 0 0 0.00589383022161201 100233
0 1 0 0 0 1 1 0 0.00356475108710583 100234
0 0 1 1 0 1 0 0 0.0104519676591735 100235
1 1 0 0 0 0 0 0 0.00690783168247435 100236
1 0 0 0 0 0 1 0 0.00410087570198812 100237
0 1 0 0 0 0 0 0 0.00341390086396132 100238
0 0 1 0 0 0 1 0 0.00343028406205121 100239
0 0 0 0 3 0 0 0 0.00415689163492061 100240
0 0 0 0 0 0 0 0 0.00265406705439091 100241
0 1 2 0 0 1 1 0 0.00533345706644468 100242
0 1 1 1 0 1 0 0 0.0099268456484424 100243
0 0 0 0 0 0 0 0 0.000922296845237725 100244
0 0 0 1 1 0 0 0 0.0114608441974269 100245
0 0 1 2 0 0 0 0 0.00251696790219285 100246
0 0 0 0 0 0 0 0 0.00222020108485594 100247
0 1 0 0 0 0 0 0 0.00504260494781192 100248
1 2 1 1 1 2 0 0 0.0110095100360923 100249
0 0 0 0 0 1 0 0 0.0012976306345081 100250
0 0 1 0 0 1 0 0 0.0112387088069227 100251
0 1 0 0 0 0 0 0 0.00390768796205521 100252
0 1 1 3 2 0 0 0 0.0102362206031103 100253
2 0 0 0 0 0 0 0 0.00472529981343541 100254
0 0 1 0 0 0 0 0 0.00636622025049292 100255
0 0 0 0 0 0 0 0 0.000737572470097803 100256
0 0 0 1 0 1 1 0 0.00483436248905491 100257
0 2 1 1 1 0 0 0 0.0100111056759488 100258
0 0 3 0 1 0 1 0 0.00690593667968642 100259
0 1 0 0 0 0 0 0 0.00264315940730739 100260
0 0 0 0 0 0 0 0 0.00193403658049647 100261
0 2 1 0 0 0 0 0 0.0081733797036577 100262
0 0 1 0 1 1 1 0 0.00628118861059193 100263
0 0 0 0 0 0 0 0 0.000541067900485359 100264
0 2 2 1 0 0 0 0 0.0114448274922324 100265
0 1 0 0 2 1 0 0 0.00852756703679916 100266
0 1 0 1 0 0 0 0 0.00690299048146699 100267
2 0 2 0 0 0 0 0 0.0077345994184725 100268
1 0 0 1 1 0 0 0 0.00564125798700843 100269
0 0 0 1 0 0 0 0 0.00660309766826686 100270
0 0 0 0 0 0 0 0 0.000273370131617412 100271
0 1 1 2 2 0 0 0 0.00990604821126908 100272
1 1 0 0 0 0 1 0 0.0102317739452701 100273
0 0 0 1 0 0 0 0 0.00286729602375999 100274
0 0 0 0 0 0 0 0 8.11641511972994e-06 100275
0 0 0 0 0 0 0 0 0.000840214392519556 100276
0 1 0 1 1 0 1 0 0.00751198372454382 100277
0 0 0 0 0 1 0 0 0.0110224812175147 100278
1 0 2 1 1 0 0 0 0.0118669399380451 100279
0 0 0 0 0 0 0 0 0.000607102378853597 100280
1 1 1 0 3 0 0 0 0.0088139529543696 100281
0 0 0 0 0 0 1 0 0.00865132046747021 100282
1 0 1 1 0 0 0 0 0.00365735676023178 100283
0 1 0 1 1 2 0 0 0.00465594068809878 100284
0 0 1 0 0 0 0 0 0.0039009278465528 100285
0 0 1 0 0 0 0 0 0.00549613346811384 100286
0 0 0 0 0 0 0 0 0.00205868049233686 100287
1 1 1 1 1 1 0 0 0.0110647414810956 100288
0 0 0 0 0 0 0 0 0.000607714196667075 100289
0 1 0 0 0 1 0 0 0.00554892591899261 100290
1 0 0 0 1 0 0 0 0.00438572460261639 100291
0 1 0 0 0 0 1 0 0.00589275580423418 100292
1 1 0 3 2 1 1 0 0.0110834645776777 100293
0 0 0 0 0 1 0 0 0.00279319042456336 100294
0 1 0 0 0 0 0 0 0.00691066407016478 100295
0 0 2 1 1 3 0 0 0.00871559536608402 100296
0 4 0 0 1 0 0 0 0.0117073465371504 100297
0 0 0 1 1 0 0 0 0.00635266875033267 100298
0 0 0 0 0 0 0 0 0.00248145924706478 100299
0 0 0 1 1 0 0 0 0.00800686317379586 100300
2 0 1 1 0 2 0 0 0.011629028338939 100301
0 0 1 0 0 1 0 0 0.00411677330848761 100302
0 0 0 1 0 0 0 0 0.0074289105454227 100303
0 1 1 1 0 1 0 0 0.00835661327582784 100304
1 2 1 0 1 0 0 0 0.00572241753980052 100305
0 1 0 2 0 1 0 0 0.00989256591710728 100306
0 1 1 1 0 0 1 0 0.00581009901070502 100307
1 0 0 0 0 1 0 0 0.00736346581252292 100308
0 0 0 1 1 1 1 0 0.00865129011799581 100309
0 0 1 1 0 1 1 0 0.00645174254023004 100310
0 0 3 0 0 3 0 0 0.0107954853127012 100311
1 1 0 0 1 0 0 0 0.00260677222686354 100312
0 1 0 0 1 1 0 0 0.00348624044563621 100313
0 1 2 0 0 2 0 0 0.0113700553542003 100314
0 0 0 0 0 0 0 0 0.00379319433995988 100315
0 0 1 0 0 0 0 0 0.00361583017220255 100316
1 0 2 1 1 0 0 0 0.00884348529216368 100317
0 1 0 1 0 0 0 0 0.00252006699738558 100318
1 1 0 0 0 0 0 0 0.0042087308363989 100319
0 0 1 0 0 0 0 0 0.00282527004892472 100320
0 0 0 0 0 1 0 0 0.00693995568144601 100321
2 0 2 0 1 0 1 0 0.0123840494576143 100322
0 1 0 0 0 0 0 0 0.00403517391823698 100323
0 2 1 0 2 1 0 0 0.0122864473873051 100324
2 1 1 0 0 2 1 0 0.0105944142967928 100325
1 0 0 1 1 0 0 0 0.00389870083890855 100326
0 0 0 0 1 1 0 0 0.0107208906731103 100327
2 2 1 0 2 0 0 0 0.00678347976936493 100328
0 0 0 0 0 0 0 0 0.000623157940572128 100329
0 1 3 1 0 1 0 0 0.0117983800155343 100330
0 0 1 1 2 0 1 0 0.00919713599141687 100331
0 0 0 0 0 2 1 0 0.00469153119483963 100332
0 0 1 2 1 0 1 0 0.00770006010716315 100333
0 1 1 0 1 2 1 0 0.0057517689303495 100334
2 0 0 0 0 1 0 0 0.00669749786902685 100335
1 0 0 0 0 0 0 0 0.00499094209517352 100336
0 0 2 0 0 0 0 0 0.00115746158699039 100337
0 0 0 1 0 0 0 0 0.00384473027661443 100338
1 0 1 0 0 0 0 0 0.00152504039579071 100339
0 0 0 1 0 0 0 0 0.00479337989236228 100340
0 1 0 0 0 0 1 0 0.00518717007071245 100341
0 1 0 2 1 0 0 0 0.0124902006529737 100342
0 0 1 1 0 0 0 0 0.00579848251945805 100343
0 1 0 0 0 0 0 0 0.00142782620096114 100344
0 0 2 0 2 0 0 0 0.00450262434023898 100345
0 1 0 0 0 0 0 0 0.000629212660714984 100346
0 0 0 0 0 1 0 0 0.00294906026683748 100347
0 0 0 0 0 0 1 0 0.00211810384353157 100348
0 0 2 1 0 0 0 0 0.003552324816701 100349
0 0 0 0 0 1 0 0 0.00128188155649696 100350
1 0 0 0 0 0 0 0 0.0022239584417548 100351
0 2 1 1 1 0 0 0 0.0113216327677947 100352
1 1 0 1 0 0 0 0 0.00802041973220185 100353
0 0 0 0 0 0 0 0 0.00484922867326532 100354
0 0 0 0 0 0 0 0 0.00356697970419191 100355
1 0 0 2 0 1 0 0 0.00514601342438255 100356
0 0 0 0 0 0 1 0 0.00569007787562441 100357
1 0 0 0 1 0 0 0 0.0032255127094686 100358
0 0 0 1 0 0 0 0 0.00142930872680154 100359
2 1 0 1 1 0 0 0 0.00744455983804073 100360
0 0 1 1 0 0 0 0 0.00426871841191314 100361
0 1 1 1 0 1 0 0 0.00748992609442212 100362
1 0 1 0 0 0 1 0 0.0100264484848594 100363
0 0 0 0 0 2 0 0 0.00215247370360885 100364
0 1 0 0 0 2 1 0 0.0103036283951951 100365
1 0 0 0 0 0 0 0 0.00425115480320528 100366
0 0 0 0 1 2 0 0 0.00745224998099729 100367
1 0 1 0 1 0 0 0 0.010323651690851 100368
0 0 0 1 0 1 0 0 0.00692737789358944 100369
0 0 1 0 0 0 0 0 0.00236815891112201 100370
0 0 1 1 1 1 0 0 0.00785895570006687 100371
0 0 2 0 1 1 1 0 0.0106640753074316 100372
0 0 0 1 0 1 0 0 0.00822504393581767 100373
0 0 0 0 0 0 0 0 0.00105696045211516 100374
0 0 1 1 0 0 0 0 0.00997404942754656 100375
0 0 2 0 1 0 0 0 0.00670317988842726 100376
1 0 0 2 0 1 1 0 0.00792117465171032 100377
0 1 0 0 1 1 0 0 0.0122399655578192 100378
0 0 0 0 1 0 0 0 0.00115978975954931 100379
1 0 1 0 1 0 0 0 0.0107004500721814 100380
1 0 1 0 1 0 0 0 0.00767174013890326 100381
0 0 0 1 1 0 2 0 0.00704965385666583 100382
0 1 0 0 0 0 1 0 0.0051236525294371 100383
1 0 1 0 0 1 1 0 0.00880126250558533 100384
0 0 1 2 0 0 1 0 0.0114819883543532 100385
0 0 0 0 0 0 0 0 0.00198942919960245 100386
0 0 0 0 1 0 0 0 0.00582407034526113 100387
0 0 0 0 0 0 0 0 8.76977952430025e-05 100388
0 0 0 0 0 0 0 0 0.000287648639641702 100389
0 1 2 0 1 0 0 0 0.0116855337721063 100390
0 0 0 0 0 1 0 0 0.00437198226863984 100391
0 0 2 1 0 1 0 0 0.0108073774783406 100392
0 0 2 0 0 1 0 0 0.00797994686872698 100393
2 0 0 0 1 0 0 0 0.00436540631926619 100394
0 0 0 2 0 1 0 0 0.00284899690013845 100395
0 0 0 0 2 0 0 0 0.00765232682169881 100396
0 2 1 1 1 0 0 0 0.00928825523005799 100397
1 1 1 1 2 1 0 0 0.00800647575815674 100398
0 0 0 0 1 0 0 0 0.0025904727197485 100399
0 0 0 0 0 0 0 0 0.000873790567857213 100400
0 0 1 0 0 0 0 0 0.00487127227825113 100401
1 1 0 3 1 0 0 0 0.0120420587045373 100402
2 0 1 2 1 0 0 0 0.00893385637027677 100403
0 0 0 0 0 1 0 0 0.00368079253239557 100404
1 0 0 0 0 1 0 0 0.00194009153055958 100405
0 0 0 1 1 1 0 0 0.00797375235706568 100406
0 0 0 0 0 0 0 0 0.000547102387645282 100407
0 1 0 0 0 0 0 0 0.00518873651744798 100408
0 0 0 2 0 0 0 0 0.00359416018764023 100409
1 0 0 0 1 0 1 0 0.0123523397749523 100410
0 1 1 0 1 0 0 0 0.00610933540156111 100411
0 0 0 0 0 0 0 0 0.0021875365433516 100412
0 0 0 0 0 1 0 0 0.00245305328862742 100413
1 1 0 1 0 0 0 0 0.00479060199577361 100414
0 1 2 1 0 0 0 0 0.00450828313769307 100415
0 1 0 0 0 1 0 0 0.00107009165803902 100416
1 2 0 2 1 3 0 0 0.01115589014953 100417
1 0 0 0 0 0 0 0 0.00616402078594547 100418
0 1 0 0 1 0 0 0 0.00492836768680718 100419
0 0 0 0 0 0 0 0 0.00295594890776556 100420
0 0 0 0 0 0 0 0 0.00070362382393796 100421
0 1 1 0 0 2 2 0 0.00647094203159213 100422
0 0 0 0 1 0 1 0 0.00255481300700922 100423
0 0 0 0 0 0 0 0 0.00323629619961139 100424
0 0 0 0 0 0 0 0 0.00125815815408714 100425
1 2 1 1 1 0 0 0 0.010781469833455 100426
0 0 0 0 0 1 0 0 0.00806759822007734 100427
0 0 1 0 1 0 0 0 0.00554968396609183 100428
0 0 0 0 1 0 1 0 0.00583250198105816 100429
0 1 0 2 1 0 0 0 0.01036695142393 100430
0 0 0 0 0 0 0 0 0.000410193149582483 100431
0 1 0 0 1 0 1 0 0.00785129659634549 100432
0 0 0 0 0 0 0 0 0.010734225588385 100433
0 0 0 0 0 0 0 0 0.00131160748715047 100434
0 0 0 0 0 0 0 0 0.00108381812751759 100435
0 0 1 0 1 0 0 0 0.00246356202405877 100436
1 2 1 0 0 2 0 0 0.0097850977384951 100437
0 1 0 0 0 1 0 0 0.00348488598538097 100438
0 0 0 0 1 0 0 0 0.00629123865510337 100439
0 0 1 0 2 0 0 0 0.00822671706555411 100440
0 0 1 1 0 0 0 0 0.00394219922309276 100441
0 0 0 0 0 0 0 0 0.00474366975249723 100442
0 0 0 0 0 0 0 0 0.00206398728187196 100443
0 1 0 0 0 0 0 0 0.00813744063780177 100444
0 0 0 0 0 0 0 0 0.00385123541054782 100445
0 0 0 1 0 0 0 0 0.00245955520367715 100446
0 1 0 1 0 0 0 0 0.00519101456739008 100447
0 0 0 0 2 1 1 0 0.0113581298501231 100448
0 0 0 0 0 1 0 0 0.00282761914422736 100449
0 1 0 0 0 1 1 0 0.00905995475768577 100450
0 0 0 0 1 0 0 0 0.000675343401962891 100451
0 0 0 1 0 0 0 0 0.00395218557969201 100452
0 1 0 0 1 0 0 0 0.00728616064297967 100453
0 1 0 0 0 0 0 0 0.00816985088749789 100454
1 0 0 0 0 0 0 0 0.00716129048960283 100455
0 1 0 1 1 0 1 0 0.0121919106139103 100456
0 1 0 0 2 0 0 0 0.00881581760768313 100457
0 1 0 1 0 0 0 0 0.000862128552398644 100458
1 1 0 1 0 0 0 0 0.010025523515651 100459
0 1 0 0 0 1 0 0 0.00323639138659928 100460
0 0 1 0 0 0 0 0 0.00484608543338254 100461
0 0 1 0 1 0 0 0 0.00429207118286286 100462
0 0 0 1 2 1 0 0 0.0104169170052046 100463
0 1 1 1 0 1 0 0 0.00782229583419394 100464
1 2 3 1 0 0 0 0 0.0118868057383224 100465
1 1 0 0 0 2 0 0 0.0109288482606644 100466
0 0 0 0 0 0 0 0 0.000902405753731728 100467
0 2 0 0 1 0 0 0 0.00463774341915268 100468
1 0 0 0 0 0 0 0 0.00532237927836832 100469
0 2 0 1 2 0 0 0 0.0080572242179187 100470
0 0 1 3 0 1 2 0 0.0105546341830632 100471
0 1 0 1 0 0 0 0 0.00219649952487089 100472
0 0 0 0 0 0 0 0 0.00404133831034414 100473
1 1 1 1 2 0 0 0 0.0114036170445615 100474
0 0 0 2 0 0 0 0 0.00139832559216302 100475
0 0 0 0 0 0 0 0 0.00761385472433176 100476
0 1 0 0 0 1 0 0 0.00799592333787587 100477
0 2 1 0 0 1 0 0 0.00899849822162651 100478
0 0 0 0 0 0 0 0 0.000361184956273064 100479
0 0 0 0 0 0 0 0 0.0027828095247969 100480
0 0 0 1 0 0 0 0 0.00147474257973954 100481
0 0 1 0 0 0 0 0 0.00836556844005827 100482
1 0 0 0 2 1 0 0 0.00525173489877488 100483
0 0 0 0 0 0 0 0 0.00460087018727791 100484
0 0 0 0 0 0 0 0 0.00120706090528984 100485
0 0 0 0 0 0 0 0 0.000823489532922395 100486
0 1 0 0 0 1 1 0 0.00985971353075001 100487
1 3 2 0 0 1 0 0 0.012026387109654 100488
0 1 0 0 0 0 0 0 0.00451299995183945 100489
0 0 0 0 1 1 0 0 0.0082716216420522 100490
0 2 0 2 0 0 0 0 0.012415096280165 100491
0 0 1 0 0 0 0 0 0.00544493206543848 100492
0 0 0 0 0 1 0 0 0.003398955357261 100493
0 0 0 0 0 0 0 0 0.00325897346483544 100494
0 0 0 0 0 1 0 0 0.00228240532160271 100495
