SBSD	SBSA	SBSB	SBSC
0.00648222718665939	0.00316821196696007	0.0321700738020913	0.00697855401373192
0.0052604044196499	0.00230531533492191	0.0176943989961727	0.0266430635945867
0.000599641075594614	0.000386157286925975	0.00967120084026883	0.0020836730078163
0.00347812150341795	0.0026881136348149	0.0207446056662492	0.00974020749444989
0.00712326632590032	0.00274791952182413	0.0246724045709594	0.0173879718899689
0.0044494377550395	0.00107197755191339	0.0145150134903305	0.030946281434667
0.000668431615395241	0.000229820072518621	0.00328600183269862	0.00368091384423021
0.00467730645705501	0.00177313699501793	0.0167343327963339	0.0131228954447871
0.00567366094943221	0.0012097050172196	0.00678225170254229	0.0042716364822745
0.00298418078248959	0.00150250016267279	0.00602593398784886	0.0321009075244413
0.000891813727060431	0.000280913270697763	0.0016783066683783	0.00124394326859643
0.00374875496486072	0.00125013129411366	0.00723748224032102	0.00736794098093739
0.00554427189193625	0.00164020511127496	0.0157406129689426	0.00312479124453353
0.00482285446454646	0.00209066256261574	0.0167854114824591	0.00754943547716679
0.000828753418896821	0.000404403046077794	0.00195308338611101	0.00184217094984306
0.00683439519608655	0.00346817382165516	0.0187146375024094	0.00348366683792763
0.00203781723176716	0.00216335823545997	0.0148177313626249	0.00280321706372078
0.00145458680805216	0.0010936417867665	0.00588343562085699	0.00269773999922937
0.000270826078493796	0.00025469260133261	0.00605079107227432	0.00111891935517486
0.00178158944154568	0.00162845806848409	0.0109010993622681	0.00224733109784309
0.00242444129655101	0.00117141751880106	0.015426013769457	0.00124933079929506
0.00144482840022539	0.0010826272201622	0.0106188989781011	0.00995171108885153
0.000394741739780231	0.000403967322703029	0.00417247781207863	0.00363956415511032
0.00198120248133407	0.00148044832403158	0.01583421911179	0.00402293731344497
0.000910842266602811	0.00118577182629108	0.00652223534380675	0.00370006653611881
0.000918613143015793	0.000679831265836188	0.00459058815918436	0.0072055137175167
0.000159932992158662	0.000148307753297846	0.00207819340596502	0.00200319006394714
0.00114775983834444	0.000719899643728518	0.00571678379254255	0.00134575548283392
0.00239558406176025	0.00147295670307201	0.0224725053819529	0.00163748290010299
0.00161430118556843	0.00111856995104019	0.0165916822340233	0.00552934338699258
0.00021542993392521	0.000322452313799303	0.00364298165569412	0.000461883400299314
0.00407511924300139	0.00358256405595259	0.0260810668069964	0.00689265029483345
0.00616865211700975	0.00620698928442594	0.0498812740560094	0.00844808408786635
0.00440395972299053	0.00288605469678709	0.0135223286749287	0.0463492323525011
0.0247917432990621	0.0100724523406845	0.00610585993512733	0.00614630006114687
0.005389660508282	0.00350172160547239	0.0296376508375212	0.0293280106638899
0.00582322462254078	0.00302087601751776	0.00944457346615404	0.0388049817699116
0.00597089568255514	0.00276350258321832	0.0115594140742482	0.0833885980960342
0.0130898554140064	0.00857650239064984	0.00233390763781503	0.00454600401951548
0.00746588562781584	0.00608261347507972	0.0128867586425222	0.0678996090995738
0.00558135595391776	0.00185726413814128	0.00685395306402354	0.0109106177614909
0.005555526940588	0.00492105014572094	0.0085295833705994	0.0873890562285816
0.014861477300259	0.00640831180346143	0.00187531726725632	0.00835972754067436
0.00619313653558159	0.00401263609815923	0.00922620105199831	0.0332687062782829
0.00453824215983404	0.00330617579687646	0.00946566048561595	0.00864657839567704
0.00676828144366158	0.0031244354080697	0.0105444888077214	0.0602704787182822
0.00973692016077863	0.00550131818071396	0.00244079611169216	0.00388460752975001
0.00660213299764817	0.00573780946094064	0.00948259580344092	0.017353893657181
0.0300148873088182	0.0372057474161901	0.0115166941912499	0.00521207146078771
0.00287350707522115	0.0257933531437873	0.00306779092421293	0.00416436721167994
0.021034268013292	0.00500000822584018	0.0106709723816909	0.00717728704631484
0.0223606422957857	0.0428169019080768	0.00444865616762412	0.0108803621482389
0.0595171659266662	0.00233861952412811	0.0315540558116144	0.00797763993682547
0.0151658800245433	0.00154447356194751	0.0177104269321284	0.00841067959219466
0.0739806406650783	0.00149322830967272	0.0368759929937339	0.00911748276841869
0.0508992295468476	0.00266429338287696	0.0199484335423908	0.00844460768267761
0.0584540165255363	0.00338913103369312	0.0058106743830166	0.00416190916016899
0.00565416096319279	0.00306496685752581	0.00252129784034481	0.00246855448905262
0.0540922167630297	0.00154683256645429	0.00913276753311888	0.00178949906178917
0.0462137870793739	0.0103901831217482	0.00387504329545533	0.00825675282551181
0.0297009609480183	0.0140191774137685	0.00708782538484898	0.00440186715610402
0.00378586822338953	0.00960061820987358	0.00316483017705203	0.00373771652343202
0.0183391049005742	0.0024197594139076	0.0100629971490283	0.00440737818535374
0.0274877814626773	0.0671055918705152	0.00635079100789677	0.00990297212258537
0.0161955836852448	0.0895488378028146	0.0157829031283129	0.0190400341436968
0.00355711022431365	0.0409396661411686	0.00345352580629133	0.0073927213326599
0.00953210835736875	0.00985408544788542	0.0146909481511391	0.00640998666406435
0.0119677267477648	0.172906352290893	0.0118125356810706	0.0097475501822039
0.00940747874310599	0.00207227777563331	0.00488980823398526	0.0031054325102753
0.00541068570216847	0.00156142965158644	0.004216078920995	0.00549555219640867
0.00771179358172419	0.00155032155829715	0.00809785385570308	0.00413769001954406
0.0105811205462815	0.00266314694901193	0.0043138914433134	0.00702586924002067
0.032852358409151	0.00578574512999995	0.00504625505939525	0.00756942591667399
0.00455957070481292	0.00286962991417781	0.00164493734330651	0.00365277065539819
0.0164488950866386	0.00112540294323257	0.00725998781519012	0.00220332216017516
0.0241358810702312	0.0229132300234607	0.00405942430555509	0.0218225385632545
0.00817204365999148	0.0136904156249069	0.00751729659159265	0.00405093060049856
0.00426887166153783	0.00685697295152478	0.00255693276790152	0.00319531647161744
0.00360778849978942	0.00109013523413372	0.00869088778497185	0.000958186773521279
0.00825528784616886	0.107802558952227	0.00678943409621716	0.00804675034433175
0.00596008350619893	0.00580809818285156	0.0052380194420896	0.0033714189252802
0.000671158838266482	0.00279428317795048	0.00130029143579693	0.00408039406746237
0.00435911730666429	0.00157168056148064	0.00511060651390561	0.00332966559193934
0.00221993387119221	0.00666360093727303	0.00399436756981709	0.00123876252533192
0.00593152880287009	0.00129603344924459	0.0069032792434946	0.0015130084483361
0.00199105870945516	0.00115768200172701	0.00321994086712449	0.0025724693340539
0.0151874301719407	0.000921323065252291	0.00903045328796208	0.00163069640706551
0.0054181411158692	0.00370873134147078	0.00418365277168067	0.00261570214162219
0.00453094989950365	0.00302333923718962	0.0127617072028218	0.00437040451371095
0.000450034922646472	0.00245364701240181	0.00127021202388956	0.00127444618495028
0.010909619075519	0.00137477190693418	0.0484847171014587	0.0013656320153659
